transfer_budget,salary_budget,feasible,team_index,GF_index,GA_index,GK,CB1,CB2,CB3,CM1,CM2,CM3,CM4,CM5,ST1,ST2
5000000,1000000,True,1.16,4.92,3.76,Đặng Văn Lâm,Trần Đình Trọng,Khuất Văn Khang,Nguyễn Quốc Việt,Lương Xuân Trường,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Nguyễn Thanh Bình,Nhâm Mạnh Dũng,Nguyễn Văn Tùng
5000000,2000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Dụng Quang Nho,Phan Tuấn Tài,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,3000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Dụng Quang Nho,Phan Tuấn Tài,Nguyễn Văn Trường,Nguyễn Đình Bắc,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,4000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Dụng Quang Nho,Phan Tuấn Tài,Nguyễn Văn Trường,Nguyễn Đình Bắc,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,5000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Dụng Quang Nho,Phan Tuấn Tài,Nguyễn Đình Bắc,Khuất Văn Khang,Nguyễn Văn Trường,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,6000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,7000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,8000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,9000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,10000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,11000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,12000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,13000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,14000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,15000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,16000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,17000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,18000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,19000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,20000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,21000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,22000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,23000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,24000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,25000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,26000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,27000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,28000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,29000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,30000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,31000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,32000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,33000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,34000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,35000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,36000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,37000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,38000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,39000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,40000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,41000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,42000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,43000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,44000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,45000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,46000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,47000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,48000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,49000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,50000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,51000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,52000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,53000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,54000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,55000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,56000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,57000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,58000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,59000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,60000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,61000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,62000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,63000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,64000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,65000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,66000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,67000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,68000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,69000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,70000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,71000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,72000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,73000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,74000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,75000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,76000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,77000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,78000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,79000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,80000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,81000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,82000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,83000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
5000000,84000000,True,1.83,5.19,3.36,Đặng Văn Lâm,Nguyễn Quốc Việt,Nguyễn Công Phượng,Nhâm Mạnh Dũng,Phan Tuấn Tài,Dụng Quang Nho,Nguyễn Đình Bắc,Nguyễn Văn Trường,Khuất Văn Khang,Phạm Tuấn Hải,Nguyễn Văn Tùng
